map_name,repeat_id,status,steps,goal_error_m,travelled_m,runtime_s,session_subdir
outdoor_2,1,goal,1677,0.499759349593019,27.9009931215067,178.7311727,C:\Users\pavell\Desktop\Map\MPC-MAP-Student-main\MPC-MAP-Student-main\algorithms\tasks\Project\RunSessions\debug_outdoor2_iso_r01\outdoor_2_run_01
