run_idx,generation_idx,individual_idx,score,success_rate,success_count,case_count,mean_goal_error_m,max_goal_error_m,mean_runtime_s,mean_steps,mean_travelled_m,timeout_count,fail_count,cached,status_signature,public_vars_path_clearance_m
1,1,1,13235.8712052667,0,0,1,10.3968392157295,10.3968392157295,10.6347857,120,1.47269500917606,1,1,0,timeout:1,0.25
1,1,2,13330.2115595634,0,0,1,10.3514364659058,10.3514364659058,15.2663631,120,1.16065393734692,1,1,0,timeout:1,0.227812651949436
1,1,3,13332.5569219447,0,0,1,10.2064610151508,10.2064610151508,19.673944,120,1.21030735908206,1,1,0,timeout:1,0.245931688721457
1,1,4,13612.0756120111,0,0,1,10.751899020722,10.751899020722,12.7630916,120,0.872812113444714,1,1,0,timeout:1,0.215868397215447
