step_created,path_revision,path_point_index,x,y
399,1,1,6.18077430394435,1.36100988260928
399,1,2,6.18077430394435,1.36100988260928
399,1,3,6.18163065431957,1.36116218775534
399,1,4,6.18334335507,1.36146679804746
399,1,5,6.18591240619565,1.36192371348563
399,1,6,6.18933780769652,1.36253293406986
399,1,7,6.19361955957261,1.36329445980015
399,1,8,6.19875766182391,1.36420829067649
399,1,9,6.20475211445044,1.36527442669889
399,1,10,6.21160291745217,1.36649286786735
399,1,11,6.21931007082913,1.36786361418187
399,1,12,6.2278735745813,1.36938666564245
399,1,13,6.2372934287087,1.37106202224908
399,1,14,6.24756963321131,1.37288968400177
399,1,15,6.25870218808913,1.37486965090051
399,1,16,6.27069109334217,1.37700192294532
399,1,17,6.28353634897044,1.37928650013618
399,1,18,6.29723795497391,1.3817233824731
399,1,19,6.31086446060218,1.38400795966396
399,1,20,6.32441586585522,1.38614023170877
399,1,21,6.33789217073304,1.38812019860752
399,1,22,6.35129337523565,1.38994786036021
399,1,23,6.36461947936304,1.39162321696684
399,1,24,6.37787048311522,1.39314626842741
399,1,25,6.39104638649218,1.39451701474193
399,1,26,6.40414718949391,1.39573545591039
399,1,27,6.41717289212044,1.39680159193279
399,1,28,6.43012349437174,1.39771542280914
399,1,29,6.44299899624783,1.39847694853942
399,1,30,6.4557993977487,1.39908616912365
399,1,31,6.46852469887435,1.39954308456183
399,1,32,6.48117489962478,1.39984769485394
399,1,33,6.49375,1.4
399,1,34,6.50625,1.4
399,1,35,6.51875,1.4
399,1,36,6.53125,1.4
399,1,37,6.54375,1.4
399,1,38,6.55625,1.4
399,1,39,6.56875,1.4
399,1,40,6.58125,1.4
399,1,41,6.59375,1.4
399,1,42,6.60625,1.4
399,1,43,6.61875,1.4
399,1,44,6.63125,1.4
399,1,45,6.64375,1.4
399,1,46,6.65625,1.4
399,1,47,6.66875,1.4
399,1,48,6.68125,1.4
399,1,49,6.69375,1.4
399,1,50,6.70625,1.4
399,1,51,6.71875,1.4
399,1,52,6.73125,1.4
399,1,53,6.74375,1.4
399,1,54,6.75625,1.4
399,1,55,6.76875,1.4
399,1,56,6.78125,1.4
399,1,57,6.79375,1.4
399,1,58,6.80625,1.4
399,1,59,6.81875,1.4
399,1,60,6.83125,1.4
399,1,61,6.84375,1.4
399,1,62,6.85625,1.4
399,1,63,6.86875,1.4
399,1,64,6.88125,1.4
399,1,65,6.89375,1.4
399,1,66,6.90625,1.4
399,1,67,6.91875,1.4
399,1,68,6.93125,1.4
399,1,69,6.94375,1.4
399,1,70,6.95625,1.4
399,1,71,6.96875,1.4
399,1,72,6.98125,1.4
399,1,73,6.99375,1.4
399,1,74,7.00625,1.4
399,1,75,7.01875,1.4
399,1,76,7.03125,1.4
399,1,77,7.04375,1.4
399,1,78,7.05625,1.4
399,1,79,7.06875,1.4
399,1,80,7.08125,1.4
399,1,81,7.09375,1.4
399,1,82,7.10625,1.4
399,1,83,7.11875,1.4
399,1,84,7.13125,1.4
399,1,85,7.14375,1.4
399,1,86,7.15625,1.4
399,1,87,7.16875,1.4
399,1,88,7.18125,1.4
399,1,89,7.19375,1.4
399,1,90,7.20625,1.4
399,1,91,7.21875,1.4
399,1,92,7.23125,1.4
399,1,93,7.24375,1.4
399,1,94,7.25625,1.4
399,1,95,7.26875,1.4
399,1,96,7.28125,1.4
399,1,97,7.29375,1.4
399,1,98,7.30625,1.4
399,1,99,7.31875,1.4
399,1,100,7.33125,1.4
399,1,101,7.34375,1.4
399,1,102,7.35625,1.4
399,1,103,7.36875,1.4
399,1,104,7.38125,1.4
399,1,105,7.39375,1.4
399,1,106,7.40625,1.4
399,1,107,7.41875,1.4
399,1,108,7.43125,1.4
399,1,109,7.44375,1.4
399,1,110,7.45625,1.4
399,1,111,7.46875,1.4
399,1,112,7.48125,1.4
399,1,113,7.49375,1.4
399,1,114,7.50625,1.4
399,1,115,7.51875,1.4
399,1,116,7.53125,1.4
399,1,117,7.54375,1.4
399,1,118,7.55625,1.4
399,1,119,7.56875,1.4
399,1,120,7.58125,1.4
399,1,121,7.59375,1.4
399,1,122,7.60625,1.4
399,1,123,7.61875,1.4
399,1,124,7.63125,1.4
399,1,125,7.64375,1.4
399,1,126,7.65625,1.4
399,1,127,7.66875,1.4
399,1,128,7.68125,1.4
399,1,129,7.69375,1.4
399,1,130,7.70625,1.4
399,1,131,7.71875,1.4
399,1,132,7.73125,1.4
399,1,133,7.74375,1.4
399,1,134,7.75625,1.4
399,1,135,7.76875,1.4
399,1,136,7.78125,1.4
399,1,137,7.79375,1.4
399,1,138,7.80625,1.4
399,1,139,7.81875,1.4
399,1,140,7.83125,1.4
399,1,141,7.84375,1.4
399,1,142,7.85625,1.4
399,1,143,7.86875,1.4
399,1,144,7.88125,1.4
399,1,145,7.89375,1.4
399,1,146,7.90625,1.4
399,1,147,7.91875,1.4
399,1,148,7.93125,1.4
399,1,149,7.94375,1.4
399,1,150,7.95625,1.4
399,1,151,7.96875,1.4
399,1,152,7.98125,1.4
399,1,153,7.99375,1.4
399,1,154,8.00625,1.4
399,1,155,8.01875,1.4
399,1,156,8.03125,1.4
399,1,157,8.04375,1.4
399,1,158,8.05625,1.4
399,1,159,8.06875,1.4
399,1,160,8.08125,1.4
399,1,161,8.09375,1.4
399,1,162,8.10625,1.4
399,1,163,8.11875,1.40078125
399,1,164,8.13125,1.40234375
399,1,165,8.14375,1.4046875
399,1,166,8.15625,1.4078125
399,1,167,8.16875,1.41171875
399,1,168,8.18125,1.41640625
399,1,169,8.19375,1.421875
399,1,170,8.20625,1.428125
399,1,171,8.21875,1.43515625
399,1,172,8.23125,1.44296875
399,1,173,8.24375,1.4515625
399,1,174,8.25625,1.4609375
399,1,175,8.26875,1.47109375
399,1,176,8.28125,1.48203125
399,1,177,8.29375,1.49375
399,1,178,8.30625,1.50625
399,1,179,8.31875,1.51875
399,1,180,8.33125,1.53125
399,1,181,8.34375,1.54375
399,1,182,8.35625,1.55625
399,1,183,8.36875,1.56875
399,1,184,8.38125,1.58125
399,1,185,8.39375,1.59375
399,1,186,8.40625,1.60625
399,1,187,8.41875,1.61875
399,1,188,8.43125,1.63125
399,1,189,8.44375,1.64375
399,1,190,8.45625,1.65625
399,1,191,8.46875,1.66875
399,1,192,8.48125,1.68125
399,1,193,8.49375,1.69375
399,1,194,8.50625,1.70625
399,1,195,8.51796875,1.71875
399,1,196,8.52890625,1.73125
399,1,197,8.5390625,1.74375
399,1,198,8.5484375,1.75625
399,1,199,8.55703125,1.76875
399,1,200,8.56484375,1.78125
399,1,201,8.571875,1.79375
399,1,202,8.578125,1.80625
399,1,203,8.58359375,1.81875
399,1,204,8.58828125,1.83125
399,1,205,8.5921875,1.84375
399,1,206,8.5953125,1.85625
399,1,207,8.59765625,1.86875
399,1,208,8.59921875,1.88125
399,1,209,8.6,1.89375
399,1,210,8.6,1.90625
399,1,211,8.6,1.91875
399,1,212,8.6,1.93125
399,1,213,8.6,1.94375
399,1,214,8.6,1.95625
399,1,215,8.6,1.96875
399,1,216,8.6,1.98125
399,1,217,8.6,1.99375
399,1,218,8.6,2.00625
399,1,219,8.6,2.01875
399,1,220,8.6,2.03125
399,1,221,8.6,2.04375
399,1,222,8.6,2.05625
399,1,223,8.6,2.06875
399,1,224,8.6,2.08125
399,1,225,8.6,2.09375
399,1,226,8.6,2.10625
399,1,227,8.6,2.11875
399,1,228,8.6,2.13125
399,1,229,8.6,2.14375
399,1,230,8.6,2.15625
399,1,231,8.6,2.16875
399,1,232,8.6,2.18125
399,1,233,8.6,2.19375
399,1,234,8.6,2.20625
399,1,235,8.6,2.21875
399,1,236,8.6,2.23125
399,1,237,8.6,2.24375
399,1,238,8.6,2.25625
399,1,239,8.6,2.26875
399,1,240,8.6,2.28125
399,1,241,8.6,2.29375
399,1,242,8.6,2.30625
399,1,243,8.6,2.31875
399,1,244,8.6,2.33125
399,1,245,8.6,2.34375
399,1,246,8.6,2.35625
399,1,247,8.6,2.36875
399,1,248,8.6,2.38125
399,1,249,8.6,2.39375
399,1,250,8.6,2.40625
399,1,251,8.6,2.41875
399,1,252,8.6,2.43125
399,1,253,8.6,2.44375
399,1,254,8.6,2.45625
