step_created,path_revision,path_point_index,x,y
207,1,1,7.84820150264769,8.46279325805315
207,1,2,7.84820150264769,8.46279325805315
207,1,3,7.84801321552797,8.46176672188888
207,1,4,7.84763664128853,8.45971364956034
207,1,5,7.84707177992938,8.45663404106753
207,1,6,7.84631863145051,8.45252789641045
207,1,7,7.84537719585192,8.4473952155891
207,1,8,7.84424747313362,8.44123599860348
207,1,9,7.8429294632956,8.43405024545359
207,1,10,7.84142316633786,8.42583795613942
207,1,11,7.8397285822604,8.41659913066099
207,1,12,7.83784571106322,8.40633376901829
207,1,13,7.83577455274633,8.39504187121132
207,1,14,7.83351510730972,8.38272343724008
207,1,15,7.83106737475339,8.36937846710457
207,1,16,7.82843135507735,8.35500696080479
207,1,17,7.82560704828158,8.33960891834074
207,1,18,7.8225944543661,8.32318433971241
207,1,19,7.81977014757034,8.30700504724836
207,1,20,7.81713412789429,8.29107104094858
207,1,21,7.81468639533797,8.27538232081307
207,1,22,7.81242694990136,8.25993888684183
207,1,23,7.81035579158446,8.24474073903485
207,1,24,7.80847292038729,8.22978787739215
207,1,25,7.80677833630983,8.21508030191372
207,1,26,7.80527203935209,8.20061801259956
207,1,27,7.80395402951407,8.18640100944967
207,1,28,7.80282430679576,8.17242929246405
207,1,29,7.80188287119717,8.1587028616427
207,1,30,7.80112972271831,8.14522171698562
207,1,31,7.80056486135915,8.13198585849281
207,1,32,7.80018828711972,8.11899528616427
207,1,33,7.8,8.10625
207,1,34,7.8,8.09375
207,1,35,7.8,8.08125
207,1,36,7.8,8.06875
207,1,37,7.8,8.05625
207,1,38,7.8,8.04375
207,1,39,7.8,8.03125
207,1,40,7.8,8.01875
207,1,41,7.8,8.00625
207,1,42,7.8,7.99375
207,1,43,7.8,7.98125
207,1,44,7.8,7.96875
207,1,45,7.8,7.95625
207,1,46,7.8,7.94375
207,1,47,7.8,7.93125
207,1,48,7.8,7.91875
207,1,49,7.8,7.90625
207,1,50,7.8,7.89375
207,1,51,7.8,7.88125
207,1,52,7.8,7.86875
207,1,53,7.8,7.85625
207,1,54,7.8,7.84375
207,1,55,7.8,7.83125
207,1,56,7.8,7.81875
207,1,57,7.8,7.80625
207,1,58,7.8,7.79375
207,1,59,7.8,7.78125
207,1,60,7.8,7.76875
207,1,61,7.8,7.75625
207,1,62,7.8,7.74375
207,1,63,7.8,7.73125
207,1,64,7.8,7.71875
207,1,65,7.8,7.70625
207,1,66,7.8,7.69375
207,1,67,7.8,7.68125
207,1,68,7.8,7.66875
207,1,69,7.8,7.65625
207,1,70,7.8,7.64375
207,1,71,7.8,7.63125
207,1,72,7.8,7.61875
207,1,73,7.8,7.60625
207,1,74,7.8,7.59375
207,1,75,7.8,7.58125
207,1,76,7.8,7.56875
207,1,77,7.8,7.55625
207,1,78,7.8,7.54375
207,1,79,7.8,7.53125
207,1,80,7.8,7.51875
207,1,81,7.8,7.50625
207,1,82,7.8,7.49375
207,1,83,7.8,7.48125
207,1,84,7.8,7.46875
207,1,85,7.8,7.45625
207,1,86,7.8,7.44375
207,1,87,7.8,7.43125
207,1,88,7.8,7.41875
207,1,89,7.8,7.40625
207,1,90,7.8,7.39375
207,1,91,7.8,7.38125
207,1,92,7.8,7.36875
207,1,93,7.8,7.35625
207,1,94,7.8,7.34375
207,1,95,7.8,7.33125
207,1,96,7.8,7.31875
207,1,97,7.8,7.30625
207,1,98,7.8,7.29375
207,1,99,7.8,7.28125
207,1,100,7.8,7.26875
207,1,101,7.8,7.25625
207,1,102,7.8,7.24375
207,1,103,7.8,7.23125
207,1,104,7.8,7.21875
207,1,105,7.8,7.20625
207,1,106,7.8,7.19375
207,1,107,7.8,7.18125
207,1,108,7.8,7.16875
207,1,109,7.8,7.15625
207,1,110,7.8,7.14375
207,1,111,7.8,7.13125
207,1,112,7.8,7.11875
207,1,113,7.8,7.10625
207,1,114,7.8,7.09375
207,1,115,7.8,7.08125
207,1,116,7.8,7.06875
207,1,117,7.8,7.05625
207,1,118,7.8,7.04375
207,1,119,7.8,7.03125
207,1,120,7.8,7.01875
207,1,121,7.8,7.00625
207,1,122,7.8,6.99375
207,1,123,7.8,6.98125
207,1,124,7.8,6.96875
207,1,125,7.8,6.95625
207,1,126,7.8,6.94375
207,1,127,7.8,6.93125
207,1,128,7.8,6.91875
207,1,129,7.8,6.90625
207,1,130,7.8,6.89375
207,1,131,7.8,6.88125
207,1,132,7.8,6.86875
207,1,133,7.8,6.85625
207,1,134,7.8,6.84375
207,1,135,7.8,6.83125
207,1,136,7.8,6.81875
207,1,137,7.8,6.80625
207,1,138,7.8,6.79375
207,1,139,7.8,6.78125
207,1,140,7.8,6.76875
207,1,141,7.8,6.75625
207,1,142,7.8,6.74375
207,1,143,7.8,6.73125
207,1,144,7.8,6.71875
207,1,145,7.8,6.70625
207,1,146,7.8,6.69375
207,1,147,7.8,6.68125
207,1,148,7.8,6.66875
207,1,149,7.8,6.65625
207,1,150,7.8,6.64375
207,1,151,7.8,6.63125
207,1,152,7.8,6.61875
207,1,153,7.8,6.60625
207,1,154,7.8,6.59375
207,1,155,7.8,6.58125
207,1,156,7.8,6.56875
207,1,157,7.8,6.55625
207,1,158,7.8,6.54375
207,1,159,7.8,6.53125
207,1,160,7.8,6.51875
207,1,161,7.8,6.50625
207,1,162,7.8,6.49375
207,1,163,7.8,6.48125
207,1,164,7.8,6.46875
207,1,165,7.8,6.45625
207,1,166,7.8,6.44375
207,1,167,7.8,6.43125
207,1,168,7.8,6.41875
