map_name,repeat_id,status,steps,goal_error_m,travelled_m,runtime_s,session_subdir
indoor_1,3,goal,1157,0.495674870950846,20.6694308814289,76.2936476,C:\Users\pavell\Desktop\Map\MPC-MAP-Student-main\MPC-MAP-Student-main\algorithms\tasks\Project\RunSessions\debug_debug_indoor1_repeat3_timeout_repro\indoor_1_run_03
