step,nav_state,reason,true_x,true_y,true_theta,est_x,est_y,est_theta,loc_err_xy_m,loc_err_theta_rad,v_cmd,w_cmd,front_min,left_min,right_min,pf_cluster_radius_m,kf_var_xy_mean,disagreement_xy_m,path_distance_m,path_index,track_stall_steps,goal_dist_true_m,goal_dist_est_m,pf_dominant_mass,pf_top_ratio,ambiguity_active,ambiguity_counter,ambiguity_front_m,ambiguity_left_m,ambiguity_right_m,ambiguity_scan_change_m,path_revision,path_num_points,path_length_m,path_goal_x,path_goal_y,transition_reason,track_event,force_replan_reason,force_relocalize_reason,speed_limiter,base_v_cmd,base_w_cmd,align_active,align_target_heading,align_heading_error,ctrl_nearest_idx,ctrl_look_idx,ctrl_target_x,ctrl_target_y,ctrl_alpha,ctrl_curvature,ctrl_lookahead_dist,scan_mismatch_cost,scan_mismatch_counter,map_conflict_counter
24,localize,fusion_disagreement_large,19.4963943632321,14.0912767165138,-1.32779735848926,19.5666678400608,14.2879234790545,-0.332269094778804,0.208826029898803,0.995528263710452,0.14,-0.32,Inf,Inf,3.187398792343,0.220804904537736,0.0469698444033403,18.4141960882547,Inf,1,NaN,23.2182744271046,23.3900350175806,0.996411890244732,1.0022069453135,0,0,Inf,Inf,3.187398792343,0.0757725452337168,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,localize,fusion_disagreement_large,19.49955590912,14.0775879980159,-1.35983544135013,19.7136484756395,14.3475174039553,-0.257233669270096,0.344525051672154,1.10260177208004,0.14,0.28,Inf,Inf,3.21907051591664,0.230594131797675,0.0469654248381614,18.5434379833668,Inf,1,NaN,23.2128971006683,23.544124380031,0.999994581805546,1.00121725340015,0,0,Inf,Inf,3.21907051591664,0.0287597142089111,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26,localize,fusion_disagreement_large,19.5026623577535,14.0640854387551,-1.32949945420145,19.655936473148,14.2758960161041,-0.324690661242166,0.261451095095999,1.00480879295928,0.14,0.28,Inf,Inf,3.1788657931705,0.232313343065667,0.0469644562618441,18.4353660195637,Inf,1,NaN,23.2075901573887,23.4554651779056,0.989933964390062,1.00239556888197,0,0,Inf,Inf,3.1788657931705,0.0240773723935908,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27,localize,fusion_disagreement_large,19.5062598384862,14.050300815619,-1.30152573135691,19.6536204399472,14.0941139939534,-0.499101129034214,0.153735947190911,0.802424602322695,0.14,0.28,Inf,Inf,3.22152080582427,0.258973333030787,0.0469598761459548,18.3126483131791,Inf,1,NaN,23.2025268690933,23.3480526886372,0.996701550158788,1.00207676146725,0,0,Inf,Inf,3.22152080582427,0.0982096800952235,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28,localize,fusion_disagreement_large,19.510227991946,14.036661768423,-1.273817131267,19.7921870334936,14.1106004641391,-0.403603665481031,0.291492421573207,0.870213465785971,0.14,0.28,Inf,Inf,3.16098727993329,0.260427320662708,0.0469407522536648,18.4163619552814,Inf,1,NaN,23.197857706831,23.4707555913778,0.99133290582841,1.00023225421932,0,0,Inf,Inf,3.16098727993329,0.0422891710587816,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,localize,fusion_disagreement_large,19.5146429190731,14.0229816178183,-1.24342972236324,4.40045872565666,4.0377048479692,0.833905883220824,18.1147540972272,2.07733560558406,0.14,0.28,Inf,Inf,3.03281529616521,0.257692615478009,0.0469366919252222,18.4764116131102,Inf,1,NaN,23.1935368641424,5.12457814333735,0.963858954234416,1.00197084654973,0,0,Inf,Inf,3.03281529616521,0.125563753561637,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,localize,fusion_disagreement_large,19.519305599597,14.0098864332622,-1.21403519787411,19.7936578964134,14.0385246353541,-0.423303943223054,0.275842943334617,0.790731254651053,0.14,0.28,Inf,Inf,3.08900528887757,0.255788716189557,0.046934575412933,18.3180758459957,Inf,1,NaN,23.1897645206658,23.4305451882702,0.999228365911479,1.01703729349321,0,0,Inf,Inf,3.08900528887757,0.0507492681624013,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31,localize,fusion_disagreement_large,19.5243282994138,13.9970034355536,-1.18407025160398,19.7843752151307,14.1146198944405,-0.316388928421125,0.285408531363327,0.867681323182851,0.14,-0.28,Inf,Inf,3.03508844439198,0.253148770964675,0.0469285539036281,18.3472936794108,Inf,1,NaN,23.1864163388012,23.4666828351629,0.991135439021167,1.00000027648314,0,0,Inf,Inf,3.03508844439198,0.0539168444855864,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32,localize,fusion_disagreement_large,19.5293398758853,13.9841775180624,-1.212529013184,4.42250929645915,4.11185935405767,0.847314433467101,18.0465785146887,2.05984344665111,0.14,-0.28,Inf,Inf,3.09874406860384,0.256595051889142,0.0469246127033393,18.2980003919724,Inf,1,NaN,23.1830997921286,5.1908316717265,0.982270664122432,1.00250704503197,0,0,Inf,Inf,3.09874406860384,0.0636556242118616,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33,localize,fusion_disagreement_large,19.5339049146891,13.9714224093598,-1.24167512480712,19.8451726643415,14.121620131427,-0.342052671587625,0.345611006317618,0.899622453219497,0.14,-0.28,Inf,Inf,3.16976968087114,0.259317297138529,0.0469170161745331,18.3813092837067,Inf,1,NaN,23.1794670466777,23.5204354096375,0.988007371256602,1.00453083888465,0,0,Inf,Inf,3.16976968087114,0.130268790052279,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34,localize,fusion_disagreement_large,19.5382288743331,13.9582401591188,-1.26600685946977,19.8433053898879,13.9869875087669,-0.511988695047754,0.306427953122504,0.754018164422014,0.14,-0.28,Inf,Inf,3.13110771436783,0.261509444530866,0.046912231886959,18.2854883258816,Inf,1,NaN,23.1753984441545,23.4417626659851,0.990690879445255,1.00006406696648,0,0,Inf,Inf,3.13110771436783,0.0516145571183741,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35,localize,fusion_disagreement_large,19.5421766826057,13.9450482377504,-1.29403113076529,4.44977315513438,4.14828051770632,0.774254205498191,17.9932571258381,2.06828533626348,0.14,-0.28,Inf,Inf,3.11485874065749,0.259690080851054,0.0469007028404985,18.2408270359592,Inf,1,NaN,23.1710243611053,5.23555612884892,0.999998555815952,1.00527563161561,0,0,Inf,Inf,3.11485874065749,0.039793006353779,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36,localize,fusion_disagreement_large,19.5459095529899,13.93114783311,-1.3228529701536,19.7252450566892,14.2395414650837,-0.357238409563552,0.356746205486524,0.965614560590049,0.14,-0.28,Inf,Inf,3.15138540040341,0.258351270810282,0.0468925833606266,18.2908335244711,Inf,1,NaN,23.1660741460073,23.4906809151236,0.994950050980047,1.00449006519652,0,0,Inf,Inf,3.15138540040341,0.0949292870581953,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37,localize,fusion_disagreement_large,19.5491602958716,13.9174509237283,-1.35269428528711,19.723930954657,14.2541102575769,-0.371620997480915,0.37932082758494,0.981073287806192,0.14,0.32,Inf,Inf,3.19173150838117,0.257824863498237,0.0468876267142067,18.2751160443222,Inf,1,NaN,23.1608543673274,23.4980735824143,0.990303511926637,1.00143319772944,0,0,Inf,Inf,3.19173150838117,0.0273506731831274,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38,localize,fusion_disagreement_large,19.5523923552369,13.9038408230933,-1.32258599781082,4.4931829881442,4.1782758514406,0.7638260820354,17.9266951996114,2.08641207984622,0.14,0.32,Inf,Inf,3.12534228002831,0.258965229665972,0.0468826878487332,18.2009742857903,Inf,1,NaN,23.1556765531272,5.28780974016449,0.999997756451166,1.02043887492446,0,0,Inf,Inf,3.12534228002831,0.0811846281322604,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39,localize,fusion_disagreement_large,19.5561108763256,13.8900587686544,-1.2919392157154,19.6468400599386,14.1391046219669,-0.456629434245414,0.26505777070526,0.835309781469988,0.14,0.32,Inf,Inf,3.06721495105886,0.26724900031218,0.0468769825741354,18.1077083004439,Inf,1,NaN,23.150805636734,23.3685572989316,1,1.00114312651934,0,0,Inf,Inf,3.06721495105886,0.0464180758381945,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,localize,fusion_disagreement_large,19.5600820011547,13.8768921707159,-1.26379437916038,19.7644065554848,14.0577892311994,-0.453829183041508,0.272896079110364,0.809965196118875,0.14,0.32,Inf,Inf,3.04564160930815,0.267577282687607,0.0468708778032072,18.1338747047625,Inf,1,NaN,23.1465024399654,23.4176550836179,0.998220322697948,1.00001216409333,0,0,Inf,Inf,3.04564160930815,0.0269560546972583,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
41,localize,fusion_disagreement_large,19.5646473738555,13.8633095379503,-1.22928825336235,4.53266719311102,4.23727636347738,0.828165514221091,17.8499563817492,2.05745376758344,0.14,0.32,Inf,Inf,3.12333943973044,0.268735630619463,0.0468650048865759,18.0346512894896,Inf,1,NaN,23.1424551401567,5.35683214186173,0.999999990940114,1.01523131285305,0,0,Inf,Inf,3.12333943973044,0.0636365383587185,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42,localize,fusion_disagreement_large,19.5695101032174,13.8503443868222,-1.19465518133561,19.6704258490739,13.9410729624576,-0.545528924780052,0.135704319012332,0.649126256555559,0.14,0.32,Inf,Inf,3.15560880013613,0.274681788317038,0.0468567015345052,17.9949272791523,Inf,1,NaN,23.1390133740715,23.2737055462736,0.977406380226056,1.00586350352412,0,0,Inf,Inf,3.15560880013613,0.0322693604056874,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43,localize,fusion_disagreement_large,19.5749309391131,13.8371973430336,-1.1647678996767,19.6271729749753,13.8812724292842,-0.590550012169364,0.068350885429791,0.57421788750734,0.14,-0.32,Inf,Inf,3.06401488693093,0.265895321977832,0.0468489656587602,17.917500206909,Inf,1,NaN,23.1359330402412,23.2039976892021,0.981658828964562,1.14224167894483,0,0,Inf,Inf,3.06401488693093,0.0915939132051995,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44,localize,fusion_disagreement_large,19.5802831589324,13.8241566838532,-1.19790176803417,4.51745293347313,4.27406830402404,0.830917876520244,17.835163090467,2.02881964455442,0.14,-0.32,Inf,Inf,3.08588113067721,0.272816624805597,0.0468402182674645,17.9950094938569,Inf,1,NaN,23.1328655551436,5.37077418894253,0.999999506196532,1.00008697083092,0,0,Inf,Inf,3.08588113067721,0.0218662437462833,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45,localize,fusion_disagreement_large,19.5852262995157,13.8108906507669,-1.23033239986757,4.52348881942092,4.28851563698198,0.799901619712613,17.8194153052913,2.03023401958018,0.14,-0.32,Inf,Inf,3.10432875718578,0.268007593497263,0.0468352549513093,18.0194702685712,Inf,1,NaN,23.129341742262,5.38506379910039,1,1.00077345891449,0,0,Inf,Inf,3.10432875718578,0.0184476265085727,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46,localize,fusion_disagreement_large,19.5898381258807,13.797200529118,-1.26139531030216,19.6415590735462,14.1981951161906,-0.379921258666484,0.404316355455622,0.881474051635679,0.14,-0.32,Inf,Inf,3.03898722592964,0.291508338248658,0.0468307100162766,18.0658514406127,Inf,1,NaN,23.1253119730936,23.3985444498016,0.999864128181312,1.00700849133176,0,0,Inf,Inf,3.03898722592964,0.0653415312561423,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
