step,nav_state,reason,true_x,true_y,true_theta,est_x,est_y,est_theta,loc_err_xy_m,loc_err_theta_rad,v_cmd,w_cmd,front_min,left_min,right_min,pf_cluster_radius_m,kf_var_xy_mean,disagreement_xy_m,path_distance_m,path_index,track_stall_steps,goal_dist_true_m,goal_dist_est_m,pf_dominant_mass,pf_top_ratio,ambiguity_active,ambiguity_counter,ambiguity_front_m,ambiguity_left_m,ambiguity_right_m,ambiguity_scan_change_m,path_revision,path_num_points,path_length_m,path_goal_x,path_goal_y,transition_reason,track_event,force_replan_reason,force_relocalize_reason,speed_limiter,base_v_cmd,base_w_cmd,align_active,align_target_heading,align_heading_error,ctrl_nearest_idx,ctrl_look_idx,ctrl_target_x,ctrl_target_y,ctrl_alpha,ctrl_curvature,ctrl_lookahead_dist,scan_mismatch_cost,scan_mismatch_counter,map_conflict_counter
244,track,ok,16.161529187287,14.1316971276621,-3.31716455672585,16.0568881015064,14.1320587948813,3.07005494828553,0.104641710787416,0.104034197831794,0.04,-0.40274083695743,Inf,0.355648638131893,Inf,0.0932201260387013,0.0460090636980046,0.0993848866902507,0.129235174370324,23,0,20.6220274900787,20.5434175591749,0.998730083746372,1.00000776623185,0,0,Inf,0.355648638131893,Inf,0.0353753818904416,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.311929388268601,0.768828495977634,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.699158706800612,-0.0541600259124147,NaN,0.0222955024250545,0,0
245,track,ok,16.1576048508836,14.1324751186042,-3.35744106508218,16.0968820521182,14.1719422557756,3.0227734784962,0.0724217730134322,0.0970292363987912,0.05,0.0558070693867171,Inf,0.237211299196501,Inf,0.0951548927796392,0.0458385592225391,0.0451805689353764,0.103300781569159,22,1,20.6195768999239,20.5997808224109,0.999999648545977,1.00127832473599,0,0,Inf,0.237211299196501,Inf,0.118437338935391,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.308678553866875,0.825620336879441,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.746440176589946,-0.0504397941523021,NaN,0.00223415522629742,0,0
246,track,ok,16.1525927873398,14.1335571064846,-3.35097224428548,16.0935759608108,14.1754058273576,3.02381444316475,0.072348470973988,0.0916013802706424,0.05,0.0667706863666906,Inf,0.357027686133496,Inf,0.0967578785601834,0.0457365235038194,0.0960583135435949,0.104996401950031,22,2,20.6165057748226,20.5995761954189,1,1.01709107447989,0,0,Inf,0.357027686133496,Inf,0.119816386936994,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.308750125325432,0.825728721803629,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.745399211921392,-0.048431341393804,NaN,0.00548881676412486,0,0
247,track,ok,16.1476461492702,14.1345892724688,-3.34363014458183,16.0731362556661,14.1788778191887,3.0247535292046,0.0866787148927051,0.0851983666068499,0.05,0.0281167047354345,Inf,0.293873397078825,Inf,0.098528928438055,0.0456606893270862,0.204980565398079,0.100700139822575,23,0,20.6134521019005,20.5864972351992,1,1.01883682449668,0,0,Inf,0.293873397078825,Inf,0.0631542890546706,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.308814692125452,0.828729604063582,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.74446012588154,-0.0421531395387515,NaN,0.0014100291236843,0,0
248,track,ok,16.1428268543755,14.1355687098342,-3.34055875284909,15.9858495650226,14.0326127219018,3.04607520555871,0.187728007563439,0.103448651228211,0.04,-1.1975852943681,Inf,0.279346956068634,Inf,0.0898225065832591,0.0456039633763658,0.184443118709472,0.177157820664935,24,0,20.6104606189125,20.4244816672077,1,1.01194728104025,0,0,Inf,0.279346956068634,Inf,0.0145264410101907,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.310280662606133,0.785787391306876,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.723138449527436,-0.0704951163841155,NaN,0.0517070759477017,0,0
249,track,ok,16.1388991611015,14.1366076085912,-3.45979488429437,16.1261221430371,14.1549404190297,2.94272754114797,0.0223460092453348,0.119337118262754,0.05,0.0771561995870964,Inf,0.230770581531703,Inf,0.0913168640201305,0.0455454415320529,0.185578050664175,0.0879846304898907,22,1,20.6081812076624,20.6106011208784,0.999463434162434,1.00654964328461,0,0,Inf,0.230770581531703,Inf,0.0485763745369315,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.303175000614209,0.90918562962163,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.826486113938177,-0.0634975406265747,NaN,0.0177588502673601,0,0
250,track,ok,16.1342022588051,14.1381351672133,-3.4522645049467,16.1144868036163,14.0316014311391,2.96558304748099,0.108342679010818,0.134662245248103,0.04,-1.09118880536585,Inf,0.213074254367487,Inf,0.0906206719919268,0.0455175242703659,0.162430615030548,0.198058457650432,22,0,20.6056434896657,20.520897099897,0.99999999285781,1.00397304408149,0,0,Inf,0.213074254367487,Inf,0.0176963271642155,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.304746429476029,0.857698520845315,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.803630607605156,-0.102271812154791,NaN,0.0161156832448809,0,0
251,track,ok,16.130327932911,14.1396174404735,-3.56173502517869,16.1203126223628,14.1968828372662,2.86312928794644,0.0581346034235206,0.141679005945541,0.125862464784539,0.49148186101227,Inf,0.221251145016523,Inf,0.0957867655188195,0.0454818822530454,0.0593068096093443,0.0729119213331066,22,0,20.6036969046365,20.6338393612585,0.997222474245956,1.00027490643662,0,0,Inf,0.221251145016523,Inf,0.00817689064903593,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.297702227856136,1.01098011226209,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.906084367139701,-0.0477183229977973,NaN,0.0187445507828061,0,0
252,track,ok,16.1191585689803,14.1442998552988,-3.51537891443461,16.0286270083095,14.2429050856284,2.93445071394536,0.133861700743132,0.166644321200376,0.162867939593698,0.538545143414127,Inf,0.264894805251793,Inf,0.0975791961625483,0.0455851382593416,0.097592527516282,0.029093885599698,23,0,20.598357732096,20.5954215916306,0.997586750147636,1.00115851069604,0,0,Inf,0.264894805251793,Inf,0.285442550281528,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.302605927894446,0.954148996074087,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.834762941140788,-0.00896674805818392,NaN,0.015151859496289,0,0
253,track,ok,16.1038391746744,14.1498194263307,-3.45944788616416,16.023090818778,14.1929530127679,2.99740296670945,0.0915467271883974,0.173665545694023,0.05,0.0789243764104146,Inf,0.198336154299116,Inf,0.098261437219601,0.0457636097875696,0.12345278622184,0.0597857840121148,23,0,20.5904501077644,20.5582125198566,0.999999989936749,1.21014350830571,0,0,Inf,0.198336154299116,Inf,0.692364839428622,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.306934205967514,0.871451264667817,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.771810688376696,-0.0248169645621267,NaN,0.0150060648856263,0,0
254,track,ok,16.0988994495814,14.1514214460172,-3.45095919305925,16.0000047536874,14.1741573046251,3.01088248963719,0.101474529526379,0.178656375516852,0.04,-0.0883290794412869,Inf,0.199947586673441,Inf,0.0913489643363493,0.0456866557474206,0.034795011404119,0.0739426460415387,23,1,20.5877853922128,20.5284654308183,1,1.31567624301483,0,0,Inf,0.199947586673441,Inf,0.339728215585411,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.307860989695845,0.855491135383877,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.758331165448957,-0.0255226228960352,NaN,0.0150052410946544,0,0
255,track,ok,16.0950601059433,14.1526676221654,-3.45993100515106,15.8905956052742,14.1908323362276,3.0037674176171,0.207995859173484,0.180513115588568,0.102377517581806,0.284991786266324,Inf,0.250094715601919,Inf,0.0927151983780807,0.0456104001664132,0.180848256589787,0.0794285062694052,24,0,20.5857156145636,20.4575911963134,0.997643214594427,1.0481021131314,0,0,Inf,0.250094715601919,Inf,0.300032000829982,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.307371793378626,0.88522528911697,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.765446237469046,0.00763402465779542,NaN,0.0253693400460674,0,0
256,track,ok,16.0853151816072,14.1557164551177,-3.42968663021022,16.0111040758669,14.1908126477608,3.02941740140278,0.0820916009908265,0.17591872443341,0.05,0.0196197815594978,Inf,0.183673926463178,Inf,0.0942352765325873,0.0456669373546306,0.126085817053152,0.0583534129627407,23,1,20.5803895707847,20.5478056556834,0.999999999999969,1.02895690314238,0,0,Inf,0.183673926463178,Inf,0.0664207891387404,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.309135356357225,0.836103773153403,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.739796253683362,-0.0225567978191755,NaN,0.000405189691601583,0,0
257,track,ok,16.0805590365691,14.1571198056971,-3.42733670511907,16.0163533926206,14.1834635898357,3.02992211160007,0.0693999976771479,0.174073509539554,0.05,-0.0355441634053625,Inf,0.241812752793032,Inf,0.0953268202604916,0.0456147642254457,0.026393827897506,0.0666728643646123,23,2,20.5777356750136,20.5468838275432,1,1.00284264957063,0,0,Inf,0.241812752793032,Inf,0.0581388263298538,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.309170057674243,0.833023382105898,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.739291543486075,-0.0264029121585978,NaN,0.002747526956047,0,0
258,track,ok,16.0758394322305,14.1585145785779,-3.4305457047114,16.0233009380747,14.1935075256615,3.02435449174797,0.0631252700093542,0.171714889279784,0.05,0.0523372381675415,Inf,0.255481577897815,Inf,0.0969842633614954,0.0455750016190233,0.172690184861548,0.0593568496675675,23,3,20.5751044641258,20.5587367967157,1,1.00402177088002,0,0,Inf,0.255481577897815,Inf,0.013668825104783,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.308787256330892,0.840547098849261,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.744859163338175,-0.0246783676763689,NaN,0.0035869919085492,0,0
259,track,ok,16.0710666714968,14.1599219767015,-3.42614799040862,16.0271375977746,14.2026834749783,3.02640068305565,0.0613050507949693,0.169363366284683,0.0630525843674425,0.12331767876198,Inf,0.290812992122261,Inf,0.0971912152948156,0.0455447764863731,0.303513948788864,0.0529062321389145,23,4,20.5724424405108,20.567682712963,1,1.00375591558059,0,0,Inf,0.290812992122261,Inf,0.0353314142244461,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.3089279420821,0.839626538529618,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.742812972030491,-0.0224744297006868,NaN,0.00662218607890914,0,0
260,track,ok,16.064935120056,14.1616724483435,-3.41321435960254,16.1598153075158,14.3442449218152,3.02706104535633,0.205754606368788,0.157090097779284,0.304195334981319,0.849031096198073,Inf,0.173168832189133,Inf,0.0872258664507825,0.045542963006487,0.22237534870905,0.133734222244712,22,5,20.5689858248699,20.760831410973,1,1.00215638428537,0,0,Inf,0.173168832189133,Inf,0.117644159933128,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,preview,0.308973345249434,0.849031096198073,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.742152609729816,-0.00683754614033085,NaN,0.122236587961575,0,0
261,track,ok,16.0347870284404,14.1686091939906,-3.32227686508247,16.0617984969162,14.1602519449229,3.1148080472559,0.0282747774738925,0.15389960515879,0.04,-0.263307761390815,Inf,0.0404763798682402,Inf,0.0895019396366349,0.0460913023353316,0.105017761688944,0.107406909367445,23,0,20.5509076702845,20.5656909820465,0.998436438836658,1.00435595082777,0,0,Inf,0.0404763798682402,Inf,0.132692452320893,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.315006384697961,0.698530610905316,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.654405607830239,-0.083132058614552,NaN,0.0466537434687335,0,0
262,track,ok,16.0307841794364,14.1693973362473,-3.34972548440897,15.9989341720935,14.178666743621,3.08181545019168,0.0331714467698374,0.148355627421063,0.04,-0.147477257008893,Inf,0.203579011491477,Inf,0.0918813228034291,0.0459059722871195,0.188349947992681,0.0694413970990873,23,0,20.5484219457675,20.5306445142569,0.999981801542797,1.00579720885915,0,0,Inf,0.203579011491477,Inf,0.163102631623237,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.312737980817614,0.762498323000461,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.687398204894465,-0.0430917117356522,NaN,0.00014551323581328,0,0
263,track,ok,16.0267633085835,14.1702797964328,-3.36554909422062,15.9969823603468,14.1618718009622,3.06242027372395,0.030945100835339,0.144784060764991,0.04,-0.241788253086035,Inf,0.189671586730812,Inf,0.0925358684063843,0.0457737493515614,0.317849017556875,0.0862809593255974,23,1,20.5459854943132,20.5180757516528,0.999999952635419,1.02242987736822,0,0,Inf,0.189671586730812,Inf,0.0139074247606646,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.311404466712199,0.793962300593295,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.70679338136219,-0.0290001353434211,NaN,0.000100199599719778,0,0
264,track,ok,16.0229008463071,14.1712084526758,-3.38954142929109,16.3198369614992,14.0744529642198,3.05478961867212,0.31230222710017,0.161145740783615,0.05,-0.144184870917802,Inf,0.161081560549728,Inf,0.0861448354284208,0.0456761501666708,0.356940495644095,0.122933676021715,21,2,20.5436990189449,20.7044477535888,1,1.00138728678549,0,0,Inf,0.161081560549728,Inf,0.0285900261810846,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.310879821516931,0.732404920853366,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.714424036414027,-0.137204186188868,NaN,0.168157588292978,0,0
265,track,ok,16.0179937842288,14.1724908637186,-3.40488926428832,16.0870120269706,14.1951697432943,3.02575362746331,0.0726488087306137,0.147457584572047,0.0867124372625373,0.181625161587623,Inf,0.137999573822011,Inf,0.0868929915190794,0.0456241134784931,0.321850667486624,0.101845883730307,23,0,20.5408627028234,20.6076728883326,0.999122260699751,1.00000251743773,0,0,Inf,0.137999573822011,Inf,0.0230819867277169,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.308883453816639,0.828969369987303,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.743460027622831,-0.0400148642753116,NaN,0.0232894605991758,0,0
266,track,ok,16.0096945098356,14.1746442389316,-3.38603068065478,15.9850301469736,14.171354442257,3.04070755083488,0.0248827964173607,0.14355292431007,0.04,-0.136948186939828,Inf,0.215193555105083,Inf,0.0880470974459451,0.0456560245768451,0.181776166056139,0.078192003682299,23,0,20.5360573406878,20.5153799384915,0.999999999974606,1.00105676691943,0,0,Inf,0.215193555105083,Inf,0.0771939812830723,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.309911609852262,0.822998586378111,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.728506104251265,-0.0227437438628368,NaN,4.65676338008092e-05,0,0
267,track,ok,16.0058053961764,14.1756425818102,-3.39970727163741,15.9742350159994,14.1719487198897,3.02642887560587,0.0317857439807898,0.142950840063698,0.04,-0.104679579543424,Inf,0.27350739366227,Inf,0.0879950485908363,0.045591677627337,0.0665230003455062,0.0803920305519532,23,1,20.5337992445119,20.5076789126048,1,1.00508993812916,0,0,Inf,0.27350739366227,Inf,0.0583138385571865,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.30892988045907,0.841307934774691,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.742784779480274,-0.019837787119422,NaN,0.00234648687330534,0,0
268,track,ok,16.0017865918521,14.1767255134117,-3.40990635842868,15.9698488984846,14.1677847477825,3.01714051519132,0.0331655476009439,0.143861566440419,0.04,-0.119688246722262,Inf,0.233238583742084,Inf,0.0878810744953521,0.0455435266445401,0.0253649123710281,0.0857884653803596,23,2,20.5315003321111,20.5016350110036,1,1.00135461926929,0,0,Inf,0.233238583742084,Inf,0.0402688099201855,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.30829125983865,0.851769383527618,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.752073139894819,-0.0201765036175741,NaN,2.7429017501079e-05,0,0
269,track,ok,15.9980538764749,14.1777732361145,-3.42056925478985,15.9744658687555,14.159397310189,3.0059399234103,0.0299009826225294,0.143323871020561,0.04,-0.177259206687785,Inf,0.281228357779988,Inf,0.0893419145810314,0.0455071674721448,0.243675054139252,0.092304843877893,23,3,20.5293932992228,20.4995477063541,1,1.01489079407771,0,0,Inf,0.281228357779988,Inf,0.0479897740379043,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.307521163874128,0.862019290485439,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.763273731675842,-0.0242238476027363,NaN,0.00423539851545969,0,0
270,track,ok,15.994227783761,14.1789063481894,-3.43846503018452,16.1323980670198,13.8891140403357,3.02141079765985,0.321046116417899,0.176690520664785,0.04,2.8634130710777,Inf,0.343999513560632,Inf,0.0812829856721949,0.0454792886291553,0.342240224004545,0.330377446598614,22,0,20.5272732400389,20.441524935518,1,1.14365376963178,0,0,Inf,0.343999513560632,Inf,0.0627711557806431,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.30858486283398,0.760464398830767,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.747802857426291,-0.153090595706873,NaN,0.104312488899572,0,0
271,track,ok,15.9901150587306,14.1795565016655,-3.1582921304121,15.9933533338355,14.0796240488169,-3.01075559958131,0.0999849066509349,0.147536530830789,0.04,-1.14601104843635,Inf,0.169894279892986,Inf,0.0815627875493668,0.045458073849722,0.37307389236633,0.163160217073089,24,0,20.5246192730314,20.4610750293758,0.999237138228488,1.0001010289688,0,0,Inf,0.169894279892986,Inf,0.174105233667645,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.325843651774916,0.504731567953,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.496783947487863,-0.102415341012373,NaN,0.0365284503262958,0,0
272,track,ok,15.9860269064684,14.1798638061016,-3.27495000802171,15.9721851665825,14.1718069632087,-3.13701612700129,0.0160158196940092,0.137933881020424,0.04,-0.251065381548724,Inf,0.223405358904721,Inf,0.0818418659071848,0.0454386884371015,0.208625205720547,0.0812054298957272,23,1,20.52175735552,20.5060484014424,0.999999995636165,1.00164625443326,0,0,Inf,0.223405358904721,Inf,0.0535110790117347,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.317162617366603,0.693604971184949,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.623044474907846,-0.0352248845524208,NaN,0.000609640548480242,0,0
273,track,ok,15.9820092025849,14.1804566075093,-3.30121604268396,15.978520437393,14.180400498918,3.10987636355543,0.00348921635008418,0.127907099059811,0.05,-0.15046784898711,Inf,0.304836649046992,Inf,0.0837220920082518,0.0454267225725355,0.296620776879784,0.0710254595900499,23,2,20.5191376226402,20.5164852875518,1,1.00139693860473,0,0,Inf,0.304836649046992,Inf,0.0814312901422707,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.314667307103644,0.736971591402786,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.659337291530708,-0.0327173751654279,NaN,0.00926151659262852,0,0
274,track,ok,15.9770468940861,14.1812921828993,-3.31560832152932,15.9654502710239,14.1881528279763,3.08630252169313,0.0134740534850566,0.118725536042868,0.05,-0.0441488519239791,Inf,0.325970326344807,Inf,0.0856931406904162,0.0454317165748802,0.185645986522758,0.0691909473652808,23,3,20.5159710601327,20.5118248653734,1,1.00488194658388,0,0,Inf,0.325970326344807,Inf,0.0211336772978151,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.313046489128902,0.771111332747524,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.682911133393013,-0.0219022625452931,NaN,0.00807463783289314,0,0
275,track,ok,15.9720997729172,14.1821706003709,-3.31903661026444,16.2367987958226,14.2222922128116,3.09091042978109,0.267722461724592,0.126761732865944,0.164321439601186,0.271740391142146,Inf,0.253905233346314,Inf,0.0839968452858568,0.0454364378084373,0.291818303209133,0.0463740439853225,22,4,20.5128449915194,20.7382815515718,1,1.03032022209459,0,0,Inf,0.253905233346314,Inf,0.0720650929984931,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.313363305551891,0.699798421482978,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.678303225305049,-0.123461980950505,NaN,0.109975755888644,0,0
276,track,ok,15.9564265888513,14.1847980549501,-3.29634005485526,16.115014997358,14.1800768498666,3.09779847460856,0.158658668499772,0.110953222284239,0.05,-0.0966772263576511,Inf,0.247871500823574,Inf,0.0858952206861997,0.0456455011394641,0.286573953545704,0.0834267954856533,22,0,20.5028431143721,20.6187821564836,0.999639910311103,1.00000080026137,0,0,Inf,0.247871500823574,Inf,0.00603373252274014,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.313836892629144,0.710485212376548,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.671415180477581,-0.0948342233425692,NaN,0.0113761533162497,0,0
277,track,ok,15.9516196936527,14.1855709137839,-3.30567917642412,15.9678995673262,14.1916764625127,3.08284384026825,0.0173871220190629,0.105337709512785,0.05,-0.01660471964906,Inf,0.27357804721375,Inf,0.0873853183856754,0.0456079243201575,0.333989679197736,0.0649160261024227,23,0,20.4997552246849,20.5159939114108,0.999999999999998,1.00002341659311,0,0,Inf,0.27357804721375,Inf,0.0257065463901765,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.312808687710911,0.775801508639676,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.686369814817892,-0.020805812924462,NaN,0.00125358305411842,0,0
278,track,ok,15.9467338167231,14.1863861561797,-3.30817370478002,15.957159859746,14.1929225317922,3.07529244136926,0.0123055507500682,0.100280838969693,0.05,0.0203371340674836,Inf,0.28406676223356,Inf,0.088321827199093,0.045578971995756,0.22974671895006,0.0698561528888845,23,1,20.4966369833245,20.5087762168565,1,1.00081257832015,0,0,Inf,0.28406676223356,Inf,0.0104887150198096,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.312289491767312,0.78817353814871,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.693921213716882,-0.01513208865493,NaN,0.000959802255328677,0,0
279,track,ok,15.9417495951159,14.1872161951183,-3.30504945322164,15.956495122197,14.2038054165248,3.0717510367897,0.0221953336486567,0.0936151828317566,0.073843164701211,0.109862514924483,Inf,0.326719657822402,Inf,0.0895057914886246,0.0455565279179776,0.278050864998119,0.0620865360544963,23,2,20.4934556522838,20.5154932733466,1,1.0001722955143,0,0,Inf,0.326719657822402,Inf,0.0426528955888417,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.312046002724164,0.796884788400497,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.697462618296438,-0.00799572713908674,NaN,0.00361892505440913,0,0
280,track,ok,15.9343795499125,14.1883902792227,-3.29409067679367,16.0122882981138,14.2477335149365,3.08928930252903,0.097935655770936,0.100194672143106,0.177608823914132,0.388410304307601,Inf,0.277430084407804,Inf,0.0869457830760354,0.0455843500486784,0.0951655591433715,0.012293096190262,23,3,20.4887175431076,20.5863853232882,1,1.00091803584815,0,0,Inf,0.277430084407804,Inf,0.049289573414598,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.313251845052375,0.778124589961711,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.679924352557117,-0.00582833150611388,NaN,0.000820129884532221,0,0
281,track,ok,15.9162990672901,14.1908264312022,-3.25696004528605,15.9194971335646,14.203011667768,3.10670826163174,0.0125979211801207,0.0804829997382051,0.100599170669768,0.155245780031282,Inf,0.336294664899987,Inf,0.0902225821812465,0.045852844830851,0.0132584901152753,0.0922701021122871,23,0,20.4768059081912,20.4872867617634,0.999931368403731,1.00000168414973,0,0,Inf,0.336294664899987,Inf,0.0588645804921835,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.31444948446049,0.767316372997489,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.662505393454403,0.00836180080757824,NaN,0.00179346048892943,0,0
282,track,ok,15.9062554871668,14.1919088622775,-3.24094335555143,15.9068954008384,14.2178217027622,3.11234103664212,0.0259207405659861,0.0700990850139647,0.149247170238421,0.297254992511433,Inf,0.336485846512208,Inf,0.0913808902248036,0.0459001533103456,0.135179276889624,0.0979048641180522,23,1,20.4700132769591,20.4877064294769,0.999998494414011,1.00007905384359,0,0,Inf,0.336485846512208,Inf,0.000191181612221314,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.31483676554254,0.770613418478271,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.656872618444019,0.0233998573348449,NaN,0.000257620125645554,0,0
283,track,ok,15.8917858320243,14.1931390449631,-3.2118702543569,15.9118739905644,14.218645481635,3.13494496601728,0.032467097579365,0.0636299131945908,0.14695626041992,0.261510580878977,Inf,0.257920967677469,Inf,0.0941094302060522,0.0460860725486189,0.189827756203319,0.0929186547740121,23,2,20.4600132704796,20.4919737911549,1,1.00211023842906,0,0,Inf,0.257920967677469,Inf,0.0785648788347397,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.316390897246871,0.743481378620581,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.634268689068861,0.0216498249098317,NaN,0.00259186335352826,0,0
284,track,ok,15.877110195415,14.1939828540034,-3.18618312202236,16.0565152608254,14.3339327842678,-3.116450263312,0.227534965391948,0.0697328587103612,0.318576621996328,0.711146411515517,Inf,0.245548930410781,Inf,0.0905345632049031,0.0462464324743865,0.207836609690756,0.102767577264839,23,3,20.4496079609804,20.6766722112364,1,1.00067419398342,0,0,Inf,0.245548930410781,Inf,0.0123720372666876,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,none,0.318576621996328,0.711146411515517,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.602478611218558,0.0281477055602698,NaN,0.0429956644963079,0,0
285,track,ok,15.8449000349646,14.1943520372505,-3.11992458459071,15.9005422089855,14.260214148759,-3.06547378220847,0.0862198890170621,0.0544508023822412,0.264572803122431,0.507896276917827,Inf,0.275026522432577,Inf,0.0918854187220139,0.0470923084004565,0.091578646001669,0.10019350367737,23,0,20.4258019276787,20.5111687253287,0.998386972825657,1.00000617515806,0,0,Inf,0.275026522432577,Inf,0.0294775920217962,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.322081506662321,0.668594212425701,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.55150213011503,0.0528719427591034,NaN,0.0186154828429971,0,0
286,track,ok,15.8176146211997,14.1929949968897,-3.06387259396075,15.8011774421855,14.2096976854294,-3.10091666979306,0.0234341771436052,0.0370440758323105,0.290263355031236,0.635400518296767,Inf,0.254602785432936,Inf,0.0925515082037402,0.0476448113464773,0.0754125000148696,0.0871668194856978,24,0,20.4045413510037,20.4034229166969,0.999999999999951,1.01199894211354,0,0,Inf,0.254602785432936,Inf,0.0204237369996407,1,127,24.6866538080969,0.6,0.6,stay,none,none,none,map,0.319644633215497,0.718127232960571,0,NaN,NaN,24,25,15.6769236903443,14.0137149273989,0.586945017699616,0.0663699424707892,NaN,0.034117620433414,0,0
