step,nav_state,reason,true_x,true_y,true_theta,est_x,est_y,est_theta,loc_err_xy_m,loc_err_theta_rad,v_cmd,w_cmd,front_min,left_min,right_min,pf_cluster_radius_m,kf_var_xy_mean,disagreement_xy_m,path_distance_m,path_index,track_stall_steps,goal_dist_true_m,goal_dist_est_m,pf_dominant_mass,pf_top_ratio,ambiguity_active,ambiguity_counter,ambiguity_front_m,ambiguity_left_m,ambiguity_right_m,ambiguity_scan_change_m,path_revision,path_num_points,path_length_m,path_goal_x,path_goal_y,transition_reason,track_event,force_replan_reason,force_relocalize_reason,speed_limiter,base_v_cmd,base_w_cmd,align_active,align_target_heading,align_heading_error,ctrl_nearest_idx,ctrl_look_idx,ctrl_target_x,ctrl_target_y,ctrl_alpha,ctrl_curvature,ctrl_lookahead_dist,scan_mismatch_cost,scan_mismatch_counter,map_conflict_counter,scan_match_cost,localize_stable_counter,localize_cmd_distance_m,localize_cmd_turn_rad,ambiguity_clear_counter
11,localize,ok,2.14537017152294,0.748963198378087,-0.207629534338631,8.20263925141467,9.26396216990615,2.94994159194959,10.4496754108124,3.12561418089136,0.144138288895779,0.254638725279216,1.20115240746483,1.44812827778205,0.688492768762764,0.245592732633323,1.13457309747383,Inf,Inf,1,NaN,11.0085341912176,0.999409636734507,0.99999745735321,1.00303194277312,1,1,1.20115240746483,1.44812827778205,0.688492768762764,0.136560959916363,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.117620288105551,0,0.17010547093509,0.269719054240192,0
12,localize,ok,2.1593994944094,0.746197046930729,-0.181714935343273,8.13162798164364,9.25214797613806,2.99269045741084,10.3932051992547,3.10877991442547,0.14319653210408,0.254438538047408,1.19330443420066,1.37390277589565,0.715894603132339,0.287931142838815,1.14934526985531,Inf,Inf,1,NaN,11.001674411136,1.06964395058456,0.935499998019977,1.02723740553419,0,0,1.19330443420066,1.37390277589565,0.715894603132339,0.137656228549326,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.101970032929382,1,0.184425124145498,0.295162908044933,0
13,localize,pf_not_unique,2.1735382078025,0.743819420394333,-0.151495981486576,8.0443810624078,9.24309866760806,3.09407359035487,10.3297891336459,3.03761573533814,0.130428296172103,0.253259589372774,1.08690246810086,1.41357216346349,0.869783677118487,0.248466514985189,1.16450364437971,Inf,Inf,1,NaN,10.9944602101291,1.15642233810633,0.00729894866436259,1.0597526785277,0,0,1.08690246810086,1.41357216346349,0.869783677118487,0.48265351966173,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.097109409671666,0,0.197467953762708,0.32048886698221,0
14,localize,ok,2.18661186941752,0.741993749119259,-0.125999485866359,8.01177033808055,9.23835730554175,3.1178580613843,10.3014884782705,3.03932775992892,0.141918674081905,0.253939787477732,1.18265561734921,1.45304399331467,0.782521070800409,0.247241806532279,1.17956204005123,Inf,Inf,1,NaN,10.9875148605193,1.18884860783602,0.999999755037481,1.03578152051915,0,0,1.18265561734921,1.45304399331467,0.782521070800409,0.050135614249141,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.116045051914044,1,0.211659821170899,0.345882845729984,0
15,localize,ok,2.20042120280946,0.740413468448601,-0.101880618410729,7.99917520891629,9.2360991521791,3.12892338197913,10.2860207689895,3.05238130678973,0.1331401017961,0.254559935366947,1.10950084830084,1.39780631705426,0.699323686938124,0.222905252107646,1.19545440136442,Inf,Inf,1,NaN,10.9799229333764,1.20136727426266,1,1.07710715507301,0,0,1.10950084830084,1.39780631705426,0.699323686938124,0.0819180147346637,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0825934143029918,2,0.224973831350509,0.371338839266678,0
16,localize,ok,2.2136285746089,0.739244108416441,-0.0747357110895557,7.98609404627272,9.25267187319188,-3.13843056044485,10.2859034570426,3.06369484935529,0.144666318103599,0.255188875737415,1.20555265086333,1.43160786326154,0.611153774782871,0.224159557165508,1.21134859313978,Inf,Inf,1,NaN,10.9724097604167,1.21504814337543,0.999946777711982,1.00946707125629,0,0,1.20555265086333,1.43160786326154,0.611153774782871,0.0893000171501915,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.091946939804732,3,0.239440463160868,0.39685772684042,0
17,localize,ok,2.22713125293408,0.738408573957913,-0.0488650224327917,8.00535042028518,9.24372970455364,-3.13294075792127,10.2824269645109,3.08407573548848,0.121440529269956,0.254156230082625,1.01200441058296,1.52878747708491,0.753890342429588,0.206170054577527,1.22815321099044,Inf,Inf,1,NaN,10.9644620490509,1.19544966659962,1,1.00134291287814,0,0,1.01200441058296,1.52878747708491,0.753890342429588,0.112595814546908,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0638139727084108,4,0.251584516087864,0.422273349848682,0
18,localize,ok,2.23905986621063,0.737986565095092,-0.0218612093568801,7.98955302009283,9.2529053884483,-3.1169825194038,10.2748242846844,3.09512131004692,0.125716492751118,0.254060987181265,1.04763743959265,1.53607455962483,0.766541726372722,0.204849100133734,1.2441836934141,Inf,Inf,1,NaN,10.9572057988664,1.21160260452562,0.999999955514559,1.00616043232212,0,0,1.04763743959265,1.53607455962483,0.766541726372722,0.0631040542474001,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0596091866307717,5,0.264156165362976,0.447679448566809,0
19,localize,ok,2.25175168336287,0.737854100086756,0.000987886462642334,7.98601007186937,9.24696655833174,-3.11033909675777,10.2609314437441,3.11132698322041,0.126593073816995,0.254221003118069,1.05494228180829,1.48882200168092,0.745238494756823,0.206105980624503,1.26072799019697,Inf,Inf,1,NaN,10.949249650139,1.21489810404171,0.999999999999998,1.00227338916453,0,0,1.05494228180829,1.48882200168092,0.745238494756823,0.0443874018387662,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0495036456599886,6,0.276815472744675,0.473101548878616,0
20,localize,ok,2.26465786233489,0.738042735909547,0.0282418944742344,7.968435626007,9.25412935569118,-3.09409686023737,10.2497225373658,3.1223387547116,0.12359734497361,0.254242507602152,1.02997787478009,1.47658672409608,0.742357480972191,0.194464819541457,1.27762593873946,Inf,Inf,1,NaN,10.9409182112731,1.23275333884614,1,1.00633976564315,0,0,1.02997787478009,1.47658672409608,0.742357480972191,0.0585509117186428,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0480426630681211,7,0.289175207242036,0.498525799638831,0
21,localize,ok,2.27678691689346,0.738553834849068,0.0559850745613677,7.96401497166993,9.25328413631962,-3.08077734863806,10.2393942718218,3.13676242319942,0.115138015564748,0.254417268434125,0.95948346303957,1.50048281063629,0.71878343454047,0.192038750270971,1.29465568052878,Inf,Inf,1,NaN,10.9328381767885,1.23713305243996,0.999941734793713,1.00239093992736,0,0,0.95948346303957,1.50048281063629,0.71878343454047,0.0358673097651879,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.04134575975831,8,0.300689008798511,0.523967526482243,0
22,localize,ok,2.28823706598712,0.739345933669904,0.0821509224356206,7.97039607829599,9.24781696476226,-3.06536591779138,10.2313738240815,3.13566846695259,0.121490789705439,0.254411036700881,1.01242324754532,1.59462038682811,0.719629011581665,0.190949816289986,1.31146177116612,Inf,Inf,1,NaN,10.9249775325216,1.23053332599688,1,1.01014748153642,0,0,1.01242324754532,1.59462038682811,0.719629011581665,0.0521159015486193,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0452673645313943,9,0.312838087769055,0.549408630152332,0
23,localize,ok,2.3004965951438,0.740507178690845,0.106729188632963,7.9652931448136,9.2442749145681,-3.05140598797067,10.2178268557897,3.12505013057595,0.117330644710905,0.25413165341206,0.977755372590876,1.56323750816514,0.757162925959802,0.178610983441499,1.32890906061593,Inf,Inf,1,NaN,10.9163256651404,1.23550041938653,1,1.01789910657952,0,0,0.977755372590876,1.56323750816514,0.757162925959802,0.0365737632251782,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.044481256818999,10,0.324571152240146,0.574821795493538,0
24,localize,ok,2.31177055231453,0.741845775784442,0.129631370375907,7.96837154479014,9.23921775240146,-3.05212194444396,10.2079608785042,3.10143199235972,0.12493725958079,0.253465991959711,1.04114382983991,1.58560423417432,0.843729057293421,0.179243171430341,1.3463574756277,Inf,Inf,1,NaN,10.9081656480169,1.23225268666213,0.998660349451666,1.00554779767961,0,0,1.04114382983991,1.58560423417432,0.843729057293421,0.0563002999697254,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0623235146794981,11,0.337064878198225,0.600168394689509,0
25,localize,ok,2.32426143225141,0.743635269033649,0.154960106059662,7.9687203486149,9.23885732675562,-3.03515739073964,10.1994467628652,3.09306781038028,0.12133199459315,0.253675742420416,1.01109995494291,1.72891391542149,0.816876133218081,0.176773267799514,1.3645628013385,Inf,Inf,1,NaN,10.8988937656607,1.23189263808077,0.999999999999995,1.00445826569254,0,0,1.01109995494291,1.72891391542149,0.816876133218081,0.0744953126607009,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0701858875051806,12,0.34919807765754,0.62553596893155,0
26,localize,ok,2.33637705790894,0.745685595642405,0.18032315822501,7.96694954822339,9.24309214809644,-3.00464409865918,10.19358939169,3.0982180502954,0.111601527638651,0.254106756855197,0.930012730322093,1.68346342954687,0.760472425848044,0.172554141019071,1.38279939040407,Inf,Inf,1,NaN,10.8896626182323,1.23380320548054,1,1.01379020912356,0,0,0.930012730322093,1.68346342954687,0.760472425848044,0.0703212180846129,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0467858309252595,13,0.360358230421405,0.65094664461707,0
27,localize,ok,2.34736432819173,0.747835381094054,0.206117715593046,7.96441510049734,9.24824980336427,-3.01580182536473,10.1886360583249,3.06126576622181,0.112794886306478,0.254145262286571,0.93995738588732,1.72326950151393,0.755351482780679,0.173880495374815,1.40060162683264,Inf,Inf,1,NaN,10.8810708294554,1.23652662219772,0.999913607181778,1.00163455138361,0,0,0.93995738588732,1.72326950151393,0.755351482780679,0.0381425622802136,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0592365448261966,14,0.371637719052052,0.676361170845727,0
28,localize,ok,2.35852838557799,0.750321006504441,0.232026526440562,7.975391777528,9.25091331003074,-2.99925670319849,10.1886811646355,3.05190207754053,0.118614467805518,0.253652647402882,0.98845389837932,1.88208179373282,0.80227051990137,0.182274032613027,1.41870114606346,Inf,Inf,1,NaN,10.8721115218739,1.22566613059361,1,1.01532117635238,0,0,0.98845389837932,1.88208179373282,0.80227051990137,0.0508469957982015,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0852099936308192,15,0.383499165832604,0.701726435586015,0
29,localize,ok,2.3697629660961,0.753103027979505,0.25346752762616,7.97857381418881,9.25876577227685,-3.01273116449531,10.1884767187941,3.01698661505812,0.119544838469156,0.254382333282495,0.996206987242965,1.87175076522696,0.723518989038086,0.181952289879841,1.43744873619761,Inf,Inf,1,NaN,10.8628820482983,1.22283905047907,0.99999999771407,1.00051388205593,0,0,0.996206987242965,1.87175076522696,0.723518989038086,0.0582568803961901,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0850695641633366,16,0.39545364967952,0.727164668914265,0
30,localize,ok,2.38145339892638,0.756288007731819,0.278507851258466,7.98022987676821,9.23660642626898,-2.97930865611056,10.1617960286859,3.02536879981056,0.107377153103391,0.253880149138784,0.894809609194925,1.92306541057761,0.790335129772742,0.184252656770488,1.45650199665213,Inf,Inf,1,NaN,10.8530571711102,1.22031929591115,1,1.001801468465,0,0,0.894809609194925,1.92306541057761,0.790335129772742,0.178963223067796,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.159361613335355,17,0.406191364989859,0.752552683828143,0
31,localize,scan_match_bad,2.39182221623846,0.759408467915269,0.306142142139232,7.97003525698015,9.21338964983182,-2.91463613208896,10.1284874760302,3.06240703295139,0.117997545958586,0.253962111527531,0.983312882988216,1.90351764233789,0.779587824199222,0.199691183277437,1.47482862890267,Inf,Inf,1,NaN,10.8441168449443,1.23003762210532,0.999999934653577,1.0130455496651,0,0,0.983312882988216,1.90351764233789,0.779587824199222,0.128199737465514,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.232198172420438,0,0.417991119585718,0.777948894980896,0
32,localize,ok,2.40304313415118,0.763126147934883,0.333727238905374,7.9803816949651,9.20535031376973,-2.84978912323664,10.1181942207168,3.09966894503757,0.117556008546212,0.253562566616815,0.979633404551763,2.1435124411459,0.831412792795335,0.199634806011343,1.49418652425455,Inf,Inf,1,NaN,10.8341803119511,1.21963004055888,0.99999737141812,1.03068310241433,0,0,0.979633404551763,2.1435124411459,0.831412792795335,0.158767485248772,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0633917961105987,1,0.429746720440339,0.803305151642578,0
33,localize,ok,2.41419760286112,0.767149789297337,0.358658640783581,7.96857542575067,9.21422445796845,-2.832783049841,10.1096084720187,3.091743616555,0.120053564266247,0.253746902998096,1.00044636888539,2.17076253557261,0.807678445136746,0.205931193345298,1.51372542286328,Inf,Inf,1,NaN,10.8240508521146,1.23150672644109,0.999976496125835,1.00093457043848,0,0,1.00044636888539,2.17076253557261,0.807678445136746,0.0909425079440209,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0629800453095214,2,0.441752076866963,0.828679841942387,0
34,localize,ok,2.42555092088692,0.771575234571906,0.384694349170005,7.97013207522382,9.20962367208268,-2.80541665045802,10.096684684133,3.09307430755156,0.117077407115801,0.253322030351973,0.975645059298339,2.17639936732074,0.861939849471472,0.196603797820711,1.53368578327426,Inf,Inf,1,NaN,10.8134871504052,1.22990557664302,0.999975729975757,1.02797155607704,0,0,0.975645059298339,2.17639936732074,0.861939849471472,0.0853831303557371,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0548171619659409,3,0.453459817578544,0.854012044977585,0
35,localize,ok,2.4367564145868,0.776279982881659,0.41032508331327,7.97655742276527,9.2301570086984,-2.79244386475079,10.1072959775524,3.08041635911552,0.11951723872513,0.253626748967185,0.995976989376087,2.31652964364068,0.82318275818127,0.200421688455787,1.55360699040809,Inf,Inf,1,NaN,10.8028016145088,1.22381419544161,0.999755167108319,1.03332756337413,0,0,0.995976989376087,2.31652964364068,0.82318275818127,0.108557520806032,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0637164925161982,4,0.465411541451057,0.879374719874303,0
36,localize,ok,2.44786493631813,0.781293303190934,0.437550527911372,7.9942952377519,9.22066431005795,-2.77666302050787,10.0988054778875,3.06897175876035,0.114053431261968,0.253250927431146,0.950445260516397,2.48691745023073,0.853630935469381,0.211582428788242,1.57394142269038,Inf,Inf,1,NaN,10.7919391383152,1.2058818297901,0.999980700156609,1.01941778653087,0,0,0.950445260516397,2.48691745023073,0.853630935469381,0.0994688447359101,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0765836794087088,5,0.476816884577253,0.904699812617418,0
37,localize,ok,2.45766290806099,0.786015644001728,0.460691220241678,7.99316339280964,9.22227100172982,-2.74613480782938,10.0902016866586,3.07635927910853,0.10536670064664,0.25304734659267,0.878055838722001,2.6054203975604,0.8232776614424,0.212529032119792,1.59399122535201,Inf,Inf,1,NaN,10.7821260521439,1.20704208459059,0.999999995426635,1.00301620047118,0,0,0.878055838722001,2.6054203975604,0.8232776614424,0.0849448440235796,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0863166444855728,6,0.487353554641917,0.930004547276685,0
38,localize,ok,2.46671277054427,0.790651385809591,0.486099011041873,8.00158600830204,9.2335616930075,-2.71684916795623,10.0954225376373,3.08023712818148,0.100939344408057,0.253087252723485,0.841161203400475,2.55677222237706,0.792249462418785,0.210648577908273,1.61342691338941,Inf,Inf,1,NaN,10.772850181328,1.19888384872555,0.997923091627807,1.00162246071591,0,0,0.841161203400475,2.55677222237706,0.792249462418785,0.0891387332325136,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0867035732168425,7,0.497447489082723,0.955313272549033,0
39,localize,ok,2.47541556835185,0.795379910471604,0.509322679940665,8.02215257148106,9.21551582152833,-2.70849018659888,10.0829053423381,3.06537244064004,0.108021059779555,0.252514728581536,0.900175498162956,2.60392164012528,0.871766357569287,0.2227266344683,1.63259078768493,Inf,Inf,1,NaN,10.7637202967965,1.17794961929039,0.999996482082894,1.03111018129878,0,0,0.900175498162956,2.60392164012528,0.871766357569287,0.0766640634930039,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.130181296967472,8,0.508249595060679,0.980564745407187,0
40,localize,ok,2.48477304467789,0.800757990304737,0.53394924038804,8.01936144483786,9.21040788864152,-2.67275180261977,10.0674664226796,3.07648426417177,0.10685111286862,0.252919440646327,0.890425940571835,2.44096528744411,0.862753137195581,0.220101004238858,1.65252925151659,Inf,Inf,1,NaN,10.7536756227308,1.18068442950744,0.999913577648584,1.00331157941351,0,0,0.890425940571835,2.44096528744411,0.862753137195581,0.12821221796038,0,0,0,NaN,NaN,stay,none,none,none,none,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0897074239160645,9,0.518934706347541,1.00585668947182,0
